obs,id,time..2,elapsed,date,hhmmss,averaging,TIME..7,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo..38,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID..64,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID..72,Duration,Fo..74,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME..90,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..141,hhmmss..142,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_hum,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
110,r4_ln_ni,1634331386,20031,10/15/21 15:56,15:56:25,none,1634331386,0.003245131,3.245130679,10.82199266,991.538,856.8222577,77.95528012,90.21196853,0.16892087,2.759046413,0.16337851,0.102594379,241.7538209,27.35617484,26.5933,3.494552211,49.34338416,1.739391142,3.525074682,1.755161069,-143.1102629,21.9697414,1.712752402,122.3260518,0,0,1,0,47945.14066,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-212-20211015-15_56_27,8295.06,807.45116,929.991,0.131764544,0.5,1261.3029,10.82199266,83.0975007,0.009372842,-1,NA,-,0,NA,NA,NA,NA,0.131764544,NA,NA,NA,212,300,300,300,8295.06,903.73,-0.0056346,0.54,-,-,-,-,-,-,-,-,-,-,1500.11,1261.3029,0.840806941,0.161157396,6,0.5,0: Broadleaf,2,1634331386,991.538,999.962,19.118,17.2081,984.26,19.7831,999.976,90.8778,0.104057,26.741,26.5933,999.9,0,0,9967.5,0,21.9229,-8.42413,1010.86,1017.47,1.90987,999.962,17.2081,1.7374,1.56384,15.2347,13.607,1500.11,0.97301,0.0269899,0,806.773,5.00005,12220.3,12459,41.875,43.687,42.937,43.25,43.937,1454.76,40.35,0,110.4000001,0,807.45116,-3.144384626,-53.8923077,12226.08,15,1634331352,15:55:51,1634331352,1634331352,116,0.757,-0.007,7.277,-0.665,1000,17,0.25,0.08,-8.434821463,0.084598118,0.036764556,1,1.911762683,-0.015192753,0.001867224,1,2,2,2-Feb,3.8228,2.70699,0.166543,0.167891,0.0910915,0.0819214,24253.8,20536.1,26123.8,24079.4,40540.7,36487,47240.8,42929.1,2.69298,1.70403,0.153515,0,24.0759,999.9,40.752,30.363,19.5079,56.2849,47.1755,3,-0.209776,-0.4675,20.2476,5.23496,11.986,4.95715,3.304,1457,9999,2841.4,18.1,1.86813,1.86386,1.87148,1.86232,1.86173,1.86824,1.85833,1.86476,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.278,-0.6651,7.27745,0,0,0,-0.66516,0,0,0,-1,-1,-1,-1,0.6,0.6,3.1311,2.33765,2.64893,2.88696,2.84424,2.36938,34.9674,15.7606,18,1193.92,348.814,24.9997,24.6699,29.9999,24.6008,24.5453,62.6417,0,50,25,1000,18.4207,109.24,99.9721
111,r4_ln_ni,1634331497,20142,10/15/21 15:58,15:58:16,none,1634331497,0.003125138,3.125137724,11.34456625,1191.01,1039.72559,94.59855216,108.3630361,0.161184517,2.766081612,0.156142445,0.0980289,241.7107289,27.38218042,26.5748,3.490745462,48.86195154,1.721893292,3.523996153,1.76885217,-137.8185736,24.00912369,1.866759839,129.7680388,0,0,1,0,48137.61528,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-213-20211015-15_58_18,8295.3,807.47972,930.847,0.132532285,0.5,1261.0761,11.34456625,83.56664861,0.009788915,-1,NA,-,0,NA,NA,NA,NA,0.132532285,NA,NA,NA,213,300,300,300,8295.3,904.95,-0.00563473,0.58,-,-,-,-,-,-,-,-,-,-,1499.84,1261.0761,0.840807086,0.161157676,6,0.5,0: Broadleaf,2,1634331497,1191.01,1200.05,18.9252,17.0856,1182.64,19.5849,999.998,90.8798,0.104353,26.7358,26.5748,999.9,0,0,10008.8,0,21.9229,-9.04565,1213.98,1220.91,1.83957,1200.05,17.0856,1.71992,1.55274,15.0774,13.4976,1499.84,0.973004,0.0269955,0,807.146,5.00005,12220.7,12456.8,41.875,43.625,42.875,43.187,43.937,1454.49,40.35,0,110.4000001,0,807.47972,-3.0193077,-47.80000013,12227.84,15,1634331465,15:57:44,1634331457,1634331465,117,1.086,0.006,8.364,-0.66,1200,17,0.33,0.06,-8.923741463,0.064914983,0.058242331,1,1.847441707,-0.032769617,0.003434864,1,2,2,2-Feb,3.82283,2.70765,0.186911,0.188189,0.0904387,0.0815084,23662.5,20036.9,26124.6,24080.9,40571.9,36506.1,47241.9,42931.7,2.6922,1.7061,0.153407,0,24.059,999.9,40.606,30.323,19.3924,56.3749,47.1715,3,-0.211575,-0.472712,20.2477,5.23182,11.986,4.9558,3.304,1460.3,9999,2841.4,18.1,1.86818,1.86386,1.87149,1.86233,1.86174,1.86827,1.85837,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.37,-0.6597,8.3645,0,0,0,-0.659657143,0,0,0,-1,-1,-1,-1,0.7,0.5,3.59863,2.32544,2.64893,2.88696,2.84424,2.37671,34.8296,15.7344,18,1192.37,349.678,24.9999,24.6451,29.9999,24.5752,24.52,72.009,0,50,25,1200,18.4207,109.243,99.9781
112,r4_ln_ni,1634331592,20237,10/15/21 15:59,15:59:51,none,1634331592,0.003009986,3.00998573,11.49741043,1490.4,1322.293749,120.3086746,135.6037936,0.153669827,2.76481747,0.149077698,0.093574715,241.7176919,27.41750448,26.5766,3.491115689,48.41655089,1.706538804,3.524701312,1.784576885,-132.7403707,24.23664209,1.885360567,135.0993239,0,0,1,0,48102.65022,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-214-20211015-15_59_53,8295.49,812.01596,938.959,0.135195509,0.5,1261.11,11.49741043,85.24820422,0.00990985,-1,NA,-,0,NA,NA,NA,NA,0.135195509,NA,NA,NA,214,300,300,300,8295.49,912.47,-0.00563484,0.75,-,-,-,-,-,-,-,-,-,-,1499.88,1261.11,0.840807265,0.161158021,6,0.5,0: Broadleaf,2,1634331592,1490.4,1499.99,18.7563,16.9842,1481.03,19.4205,1000.01,90.881,0.103832,26.7392,26.5766,999.9,0,0,10001.2,0,21.9229,-9.5863,1518.89,1525.9,1.77208,1499.99,16.9842,1.70459,1.54354,14.9383,13.4064,1499.88,0.973004,0.0269955,0,812.194,5.00005,12294,12457.1,41.812,43.625,42.875,43.187,43.875,1454.52,40.36,0,94.79999995,0,812.01596,0.197692302,-11.85384624,12297.244,15,1634331565,15:59:24,1634331562,1634331565,118,1.011,-0.005,9.375,-0.664,1500,17,0.48,0.05,-9.614302439,0.09224007,0.033811477,1,1.77674561,-0.027892683,0.002957802,1,2,2,2-Feb,3.82285,2.70707,0.214268,0.215358,0.0898949,0.0811646,22868.2,19367.5,26125.6,24081.2,40598.2,36521.2,47242.9,42932.6,2.6903,1.70842,0.151955,0,24.0847,999.9,40.508,30.273,19.29,55.8149,47.1354,3,-0.213178,-0.472623,20.2478,5.23286,11.986,4.9565,3.304,1463,9999,2841.4,18.1,1.86817,1.86386,1.87149,1.86231,1.86173,1.86819,1.85835,1.86476,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.37,-0.6642,9.374761905,0,0,0,-0.66427,0,0,0,-1,-1,-1,-1,0.5,0.5,4.25537,2.28027,2.64893,2.88696,2.84424,2.3645,34.7379,15.7169,18,1189.47,350.705,24.9999,24.6264,30.0001,24.5551,24.5006,85.1379,0,50,25,1500,18.4207,109.246,99.98
113,r4_ln_ni,1634331711,20356.5,10/15/21 16:01,16:01:51,none,1634331711,0.002902517,2.902516871,11.95177751,1567.22,1385.370829,126.0462401,142.5915605,0.14644071,2.773044019,0.142276165,0.089286906,241.7176919,27.46184657,26.5854,3.492926183,47.89055123,1.689668412,3.528187438,1.80325777,-128.000994,25.50475956,1.978374748,141.1998322,0,0,1,0,48324.20283,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-215-20211015-16_01_53,8295.58,809.4838,932.637,0.132048375,0.5,1261.11,11.95177751,83.26376288,0.010270141,-1,NA,-,0,NA,NA,NA,NA,0.132048375,NA,NA,NA,215,300,300,300,8295.58,908.78,-0.00563496,1.63,-,-,-,-,-,-,-,-,-,-,1499.88,1261.11,0.840807265,0.161158021,6,0.5,0: Broadleaf,2,1634331711,1567.22,1577.12,18.5711,16.862,1557.98,19.2344,1000.04,90.8797,0.104055,26.756,26.5854,999.9,0,0,10050,0,21.8812,-9.89624,1596.87,1604.16,1.70909,1577.12,16.862,1.68773,1.53241,14.7841,13.2955,1499.88,0.973004,0.0269955,0,809.446,5.00005,12253.1,12457.1,41.812,43.625,42.875,43.187,43.875,1454.52,40.36,0,119,0,809.4838,-1.855615365,-24.36153846,12257.416,15,1634331668,16:01:07,1634331668,1634331665,119,-0.129,0.001,9.244,-0.663,1577,17,0.52,0.07,-10.011893,-0.026079625,0.058654414,1,1.71463975,-0.031936773,0.003160347,1,2,2,2-Feb,3.82288,2.70772,0.220794,0.221822,0.0892739,0.0807469,22679.1,19208.4,26126.2,24081.4,40626.7,36538.6,47243.1,42933.2,2.69597,1.71043,0.150107,0,24.1239,999.9,40.38,30.182,19.1298,55.4849,47.1074,3,-0.214367,-0.469483,20.2478,5.23316,11.986,4.95575,3.304,1466.3,9999,2841.4,18.2,1.86813,1.86386,1.87149,1.86226,1.86172,1.86819,1.85832,1.86476,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,9.24,-0.6633,9.243809524,0,0,0,-0.663333333,0,0,0,-1,-1,-1,-1,0.7,0.8,4.41528,0,2.64893,2.88696,2.84424,2.39746,34.6006,15.6993,18,1196.24,351.551,25.0002,24.6057,30.0001,24.5342,24.4779,100,0,50,25,2000,18.4207,109.247,99.9813
114,r4_ln_ni,1634331833,20478.5,10/15/21 16:03,16:03:53,none,1634331833,0.002819124,2.819124207,8.825368856,394.034,280.1464458,25.49154316,35.85458558,0.140669006,2.753527082,0.136795162,0.08583614,241.7639759,27.47845924,26.609,3.497785646,47.5309451,1.675866155,3.525842272,1.821919491,-124.3233775,20.14441423,1.573751316,139.1587639,0,0,1,0,47794.6343,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-216-20211015-16_03_55,8295.57,783.9474615,904.745,0.133515563,0.5,1261.3536,8.825368856,84.20516831,0.007789544,-1,NA,-,0,NA,NA,NA,NA,0.133515563,NA,NA,NA,216,300,300,300,8295.57,883.45,-0.00563496,2.92,-,-,-,-,-,-,-,-,-,-,1500.17,1261.3536,0.840807109,0.161157719,6,0.5,0: Broadleaf,2,1634331833,394.034,399.996,18.4174,16.757,389.118,19.0924,999.953,90.8892,0.104434,26.7447,26.609,999.9,0,0,9933.75,0,21.8672,-1.63434,405.841,406.813,1.67207,399.996,16.757,1.675,1.52303,14.6667,13.2014,1500.17,0.973004,0.0269955,0,785.612,5.00005,11894.8,12459.5,41.812,43.625,42.875,43.187,43.875,1454.81,40.36,0,121.8,0,783.9474615,12.8934017,201.8256411,11867.42308,15,1634331858,16:04:18,1634331858,1634331855,120,-4.327,-0.012,4.916,-0.675,400,17,0.63,0.06,-1.519462195,-0.478170105,0.06200479,0,1.675180488,-0.010232195,0.001433532,1,1,2,2-Jan,3.82277,2.70708,0.0871336,0.0889391,0.0888101,0.0803969,26564.8,22486,26125.1,24082.2,40642.4,36551.2,47241,42935.1,2.69718,1.7036,0.149943,0,24.1503,999.9,40.38,30.101,19.0376,56.4249,47.2796,3,-0.215752,-0.466906,20.2476,5.23391,11.986,4.9569,3.30398,1470.1,9999,2841.4,18.2,1.86813,1.86386,1.87148,1.86231,1.86172,1.86816,1.85833,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.916,-0.675,9.243809524,0,0,0,-0.663333333,0,0,0,-1,-1,-1,-1,2.8,2.8,1.52466,2.33032,2.64893,2.88696,2.84424,2.37671,34.4636,15.6731,18,1197.26,348.025,25.0001,24.5851,30,24.5103,24.4543,30.5593,0,50,25,400,18.4207,109.242,99.9853
115,r3_hn_ni,1634332542,21187.6,10/15/21 16:15,16:15:42,none,1634332542,0.00258605,2.586049746,11.05651211,392.737,242.8321882,22.09736901,35.73848457,0.129609029,2.760640452,0.126320968,0.079239077,241.7378609,27.47894434,26.3811,3.451104672,46.6912945,1.640293768,3.513061237,1.810810903,-114.0447938,44.93227455,3.496147694,176.1214893,0,0,1,0,47998.18809,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-217-20211015-16_15_44,8336.76,1599.967692,1935.08,0.173177495,0.5,1261.2189,11.05651211,109.2073651,0.009559413,-1,NA,-,0,NA,NA,NA,NA,0.173177495,NA,NA,NA,217,300,300,300,8336.76,1864.13,-0.00566338,-5.11,-,-,-,-,-,-,-,-,-,-,1500.01,1261.2189,0.840806995,0.1611575,6,0.5,0: Broadleaf,2,1634332542,392.737,399.98,18.0255,16.5019,387.763,18.7018,1000.04,90.8951,0.103417,26.683,26.3811,999.9,0,0,9975,0,21.9229,-7.24313,399.946,406.691,1.52354,399.98,16.5019,1.63843,1.49994,14.325,12.9676,1500.01,0.973011,0.0269888,0,1595.64,5.00005,23887.2,12458.2,41.625,43.5,42.687,43.125,43.687,1454.66,40.35,0,708.6999998,0,1599.967692,-32.07247864,-476.5162393,23946.73462,15,1634332512,16:15:11,1634332508,1634332512,122,0.055,0.002,4.974,-0.676,400,17,0.61,0.05,-7.249146,0.044761576,0.035695743,1,1.52010625,0.019034859,0.002213055,1,2,2,2-Feb,3.82289,2.70643,0.0869196,0.0889575,0.0875105,0.0795319,26571,22487.7,26124.8,24084.2,40699.5,36589.1,47238.9,42938.9,2.69485,1.71017,0.141334,0,24.063,999.9,40.679,29.668,18.706,56.2813,47.2236,3,-0.221174,-0.505084,20.247,5.23436,11.986,4.9577,3.304,1490.7,9999,2841.4,18.4,1.86813,1.86386,1.87147,1.86225,1.86172,1.86818,1.85836,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.974,-0.6763,4.9737,0,0,0,-0.676375,0,0,0,-1,-1,-1,-1,0.6,0.5,1.52466,2.33276,2.64893,2.88818,2.84424,2.34497,33.9639,15.5417,18,1192.54,350.774,24.9999,24.5129,30,24.4319,24.3765,30.5452,0,50,25,400,18.4207,109.238,99.9939
116,r3_hn_ni,1634332657,21302.6,10/15/21 16:17,16:17:37,none,1634332657,0.002639814,2.639814354,8.617904649,294.375,179.6130646,16.34474218,26.78804846,0.131787832,2.766165371,0.128396453,0.080545216,241.7092739,27.48432737,26.402,3.455362861,46.53114764,1.636766824,3.517572436,1.818596037,-116.415813,45.15641487,3.507320009,173.9571958,0,0,1,0,48145.23183,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-218-20211015-16_17_39,8335.37,1493.338,1795.45,0.168265337,0.5,1261.0602,8.617904649,106.09636,0.00762684,-1,NA,-,0,NA,NA,NA,NA,0.168265337,NA,NA,NA,218,300,300,300,8335.37,1732.4,-0.00566243,-2.45,-,-,-,-,-,-,-,-,-,-,1499.82,1261.0602,0.840807697,0.161158855,6,0.5,0: Broadleaf,2,1634332657,294.375,300.012,17.9865,16.4311,289.898,18.666,1000,90.8961,0.10364,26.7048,26.402,999.9,0,0,10007.5,0,21.9229,-5.63708,299.767,305.024,1.55537,300.012,16.4311,1.6349,1.49352,14.2917,12.902,1499.82,0.972989,0.0270107,0,1492.16,5.00005,22329.1,12456.5,41.687,43.5,42.75,43.125,43.75,1454.44,40.38,0,114.1999998,0,1493.338,-8.180000012,-107.1692308,22345.328,15,1634332626,16:17:06,1634332621,1634332626,123,-0.497,-0.003,4.477,-0.68,300,16,0.62,0.06,-5.66658825,0.032037861,0.02330803,1,1.55185625,0.019637561,0.00206027,1,2,2,2-Feb,3.82285,2.70693,0.0689423,0.0709114,0.0873927,0.0792889,27094.4,22935.6,26125.1,24086.9,40704.3,36601.2,47238.7,42942.3,2.6997,1.71063,0.142358,0,24.0671,999.9,40.679,29.598,18.6317,56.0613,47.2476,3,-0.222035,-0.515599,20.2473,5.23496,11.986,4.95715,3.304,1494,9999,2841.4,18.4,1.86813,1.86384,1.87148,1.86228,1.86173,1.86819,1.85833,1.86477,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.477,-0.6795,4.4767,0,0,0,-0.679519048,0,0,0,-1,-1,-1,-1,0.6,0.5,1.21216,2.34375,2.64893,2.88818,2.84424,2.36206,33.8961,15.5242,18,1198.44,350.91,24.9996,24.4996,30,24.4187,24.3628,24.3047,0,50,25,300,18.4207,109.239,100.003
117,r3_hn_ni,1634332732,21377.6,10/15/21 16:18,16:18:52,none,1634332732,0.002697287,2.697286911,5.625586827,196.299,122.5078955,11.14758475,17.86219355,0.134327026,2.767875122,0.130807697,0.082063329,241.7677469,27.48507512,26.4128,3.457565062,46.39920587,1.633721124,3.52101096,1.823843938,-118.9503528,46.04981154,3.574991666,172.4421974,0,0,1,0,48189.07139,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-219-20211015-16_18_54,8333.66,1356.0928,1602.33,0.153674462,0.5,1261.3707,5.625586827,96.92023158,0.005252688,-1,NA,-,0,NA,NA,NA,NA,0.153674462,NA,NA,NA,219,300,300,300,8333.66,1550.64,-0.00566115,-1.85,-,-,-,-,-,-,-,-,-,-,1500.19,1261.3707,0.840807298,0.161158085,6,0.5,0: Broadleaf,2,1634332732,196.299,199.992,17.954,16.3647,192.458,18.641,1000.01,90.8916,0.103227,26.7214,26.4128,999.9,0,0,10018.1,0,21.9229,-3.05728,200.537,203.319,1.59679,199.992,16.3647,1.63255,1.48741,14.2695,12.8394,1500.19,0.973001,0.0269994,0,1352.41,5.00005,20236.8,12459.6,41.75,43.562,42.75,43.125,43.75,1454.82,40.37,0,74.5,0,1356.0928,-35.19461533,-522.5538454,20294.816,15,1634332756,16:19:15,1634332756,1634332755,124,-0.636,-0.008,3.841,-0.687,200,16,0.36,0.05,-3.0645545,0.035243302,0.025855027,1,1.59229425,0.028788405,0.00290195,1,2,2,2-Feb,3.82286,2.70661,0.048511,0.0502576,0.0873057,0.0790552,27688.8,23445.2,26125.1,24086.8,40708.3,36609.6,47239.5,42941.6,2.69525,1.7106,0.142753,0,24.0715,999.9,40.63,29.557,18.566,55.7913,47.2356,3,-0.223018,-0.527067,20.2473,5.23526,11.986,4.95745,3.304,1496.1,9999,2841.4,18.4,1.86813,1.86386,1.87149,1.86222,1.86172,1.86815,1.85835,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.841,-0.687,4.4767,0,0,0,-0.679519048,0,0,0,-1,-1,-1,-1,1.9,1.8,0.881348,2.35474,2.64893,2.88818,2.84424,2.35596,33.8735,15.5242,18,1192.5,350.827,24.9998,24.4878,30,24.4075,24.352,17.6882,0,50,25,200,18.4207,109.24,100.002
118,r3_hn_ni,1634332832,21477.6,10/15/21 16:20,16:20:32,none,1634332832,0.002816308,2.816308322,2.142922376,98.5419,70.76821644,6.439536658,8.966796245,0.14049249,2.766923963,0.136646377,0.085740774,241.7639759,27.46214265,26.4041,3.455790971,46.3474067,1.63280992,3.52298011,1.822981051,-124.199197,48.74888825,3.785845736,170.0995129,0,0,1,0,48161.61236,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-220-20211015-16_20_34,8331.45,1151.398846,1320.51,0.128065031,0.5,1261.3536,2.142922376,80.76764383,0.002491706,-1,NA,-,0,NA,NA,NA,NA,0.128065031,NA,NA,NA,220,300,300,300,8331.45,1284.47,-0.00565946,0.21,-,-,-,-,-,-,-,-,-,-,1500.17,1261.3536,0.840807109,0.161157719,6,0.5,0: Broadleaf,2,1634332832,98.5419,99.9942,17.944,16.2845,94.9569,18.634,999.978,90.8914,0.103357,26.7309,26.4041,999.9,0,0,10012.5,0,21.9229,-1.19627,100.603,101.649,1.66233,99.9942,16.2845,1.63121,1.48012,14.2569,12.7643,1500.17,0.973006,0.0269937,0,1141.65,5.00005,17121.6,12459.5,41.75,43.562,42.75,43.125,43.812,1454.81,40.36,0,99.5999999,0,1151.398846,-77.2817093,-1144.352135,17259.45,15,1634332859,16:20:58,1634332852,1634332859,125,-0.256,-0.003,3.585,-0.69,100,16,0.39,0.06,-1.1751855,-0.026370507,0.020906523,1,1.6512005,0.048115722,0.004805278,1,2,2,2-Feb,3.82282,2.7067,0.0250851,0.0264566,0.0872835,0.0787765,28370.2,24033.6,26124.7,24087.7,40708.1,36621.2,47238.8,42942.8,2.69613,1.71043,0.140138,0,24.1057,999.9,40.606,29.497,18.4903,55.6913,47.2436,3,-0.223742,-0.530365,20.2468,5.23406,11.986,4.95685,3.304,1499.2,9999,2841.4,18.5,1.86813,1.86384,1.87149,1.86225,1.86172,1.86817,1.85832,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.585,-0.69,3.840952381,0,0,0,-0.687215,0,0,0,-1,-1,-1,-1,1.3,1.3,0.532227,2.37793,2.64893,2.88818,2.84424,2.36694,33.8057,15.498,18,1193.35,350.653,24.9999,24.4729,30,24.3952,24.3383,10.6796,0,50,25,100,18.4207,109.238,100.005
119,r3_hn_ni,1634332964,21609.1,10/15/21 16:22,16:22:43,none,1634332964,0.002974282,2.974282074,0.320288634,49.7189,44.63329585,4.061655989,4.524448936,0.148598268,2.773378201,0.144312538,0.090570096,241.7250929,27.41858305,26.4166,3.458340202,46.41421162,1.635307795,3.523291116,1.823032408,-131.1658395,47.21789984,3.65867158,161.4358249,0,0,1,0,48337.52659,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-221-20211015-16_22_45,8329.79,966.24492,1086.15,0.110394586,0.5,1261.1517,0.320288634,69.61216014,0.001046891,-1,NA,-,0,NA,NA,NA,NA,0.110394586,NA,NA,NA,221,300,300,300,8329.79,1064.18,-0.00565832,1.61,-,-,-,-,-,-,-,-,-,-,1499.93,1261.1517,0.840807038,0.161157583,6,0.5,0: Broadleaf,2,1634332964,49.7189,49.9998,17.9703,16.2178,46.2778,18.6642,1000,90.8976,0.102984,26.7324,26.4166,999.9,0,0,10050,0,21.9785,-0.280838,50.6287,50.824,1.75251,49.9998,16.2178,1.63346,1.47416,14.2781,12.7028,1499.93,0.973006,0.0269937,0,960.138,5.00005,14437.8,12457.5,41.75,43.562,42.75,43.125,43.812,1454.58,40.35,0,130.8,0,966.24492,-51.80823076,-768.1846154,14529.288,15,1634332938,16:22:17,1634332938,1634332937,126,-0.144,-0.004,3.441,-0.694,50,16,0.33,0.03,-0.264084951,-0.018403714,0.017503688,1,1.735744634,0.218005087,0.050580517,1,2,2,2-Feb,3.82285,2.70666,0.0123842,0.0134369,0.0873961,0.0785518,28740.2,24356.3,26125,24088.8,40702.5,36631.9,47238.7,42945.2,2.69395,1.71087,0.140168,0,24.1178,999.9,40.63,29.416,18.4137,55.7613,47.2075,3,-0.225201,-0.526688,20.2471,5.23526,11.986,4.95705,3.304,1502.7,9999,2841.4,18.5,1.86813,1.86384,1.87149,1.86223,1.86172,1.86817,1.85831,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.441,-0.6939,3.441145,0,0,0,-0.69384,0,0,0,-1,-1,-1,-1,0.4,0.5,0.355225,2.39624,2.64893,2.8894,2.84424,2.35596,33.7381,15.4804,18,1190.19,350.779,25,24.4557,30,24.3789,24.3234,7.13765,0,50,25,50,18.4207,109.238,100.01
